rep,disparity,auc_mask,r2_within,r2_loso,r2_loso_mask,mask_gain,censor_rate
18,0.1,0.6355222222222222,0.3138702731102684,0.39997951372789897,0.39996270734621775,-1.6806381681222504e-05,0.08329166666666667
19,0.1,0.6498204861111111,0.20273546134745957,0.3120081905446249,0.31207106789440375,6.287734977883375e-05,0.08325
20,0.1,0.6471690972222223,0.1955317757010454,0.29482314613562577,0.29611909309037154,0.0012959469547457747,0.08468055555555555
21,0.1,0.6278194444444444,0.22649183857642496,0.2858543169456311,0.2861702188607229,0.00031590191509178744,0.08294444444444445
22,0.1,0.6258520833333333,0.3753389837876343,0.3262714222896437,0.3262714222896437,0.0,0.08191666666666667
23,0.1,0.635270138888889,0.10104807503324176,0.19443280218995018,0.19370394536221724,-0.0007288568277329377,0.08220833333333333
24,0.1,0.638684375,0.22496052946589173,0.31991376470315924,0.3200420172866004,0.00012825258344117962,0.08508333333333333
25,0.1,0.6314574074074074,0.30381824198388463,0.4094282692664071,0.4094166257586388,-1.1643507768277495e-05,0.08116666666666666
26,0.1,0.6440888888888888,0.3434064925596485,0.34536965352740967,0.34536965352740967,0.0,0.08305555555555555
27,0.1,0.6379837962962963,0.3054990244857736,0.29577424933750485,0.29587733978103636,0.0001030904435315172,0.08363888888888889
28,0.1,0.6568778935185186,0.1852737206474805,0.23338557894218703,0.23260249287613377,-0.0007830860660532624,0.08636111111111111
29,0.1,0.6354314814814814,0.3146624618328784,0.27120768619760316,0.2710296966746568,-0.0001779895229463424,0.08234722222222222
30,0.1,0.6251108796296297,0.11942417690933216,0.36151563945598186,0.36051001892354606,-0.0010056205324358025,0.08243055555555556
31,0.1,0.6403560185185185,0.1944940646644705,0.35420656302082987,0.35420656302082987,0.0,0.08165277777777778
32,0.1,0.6372627314814815,0.3725317266468794,0.35784034425891575,0.3579572704155243,0.00011692615660852113,0.081125
33,0.1,0.6438562499999999,0.21427759153609904,0.38014513476293954,0.3799820646549599,-0.00016307010797966814,0.08388888888888889
34,0.1,0.629907638888889,0.124434740514201,0.31880110323771516,0.31926155759367914,0.00046045435596397954,0.08290277777777778
35,0.1,0.6460418981481482,0.22499614816415991,0.3071186848601012,0.3081608508769236,0.0010421660168223879,0.08325
36,0.1,0.6323424768518519,0.10526545228280182,0.27228130649456694,0.2711107735753887,-0.0011705329191782354,0.08305555555555555
37,0.1,0.6111465277777778,0.2665242928625915,0.24753274183386742,0.24792531135500406,0.0003925695211366431,0.07988888888888888
38,0.1,0.6268105324074074,0.11098799471572729,0.18862230136076896,0.1882860285477368,-0.00033627281303216794,0.07980555555555556
39,0.1,0.6261993055555556,0.3115200127919622,0.4101927456615123,0.4107776603300477,0.0005849146685353857,0.08254166666666667
40,0.1,0.6399320601851852,0.2898569388252564,0.3838512679331513,0.3847122678987742,0.0008609999656229439,0.08211111111111111
41,0.1,0.6322855324074074,0.14172346672312586,0.28620104898952237,0.2879044935060918,0.0017034445165694523,0.08434722222222223
42,0.1,0.6445634259259259,0.31018310749658273,0.37212269061830583,0.3718941484936067,-0.00022854212469913815,0.08369444444444445
43,0.1,0.6264126157407407,0.3644970606174812,0.3567257904884965,0.3567257904884965,0.0,0.08258333333333333
44,0.1,0.63548125,0.10735896583016313,0.30645586537973735,0.30645586537973735,0.0,0.08084722222222222
45,0.1,0.6308362268518519,0.16831870984873543,0.3526995948182433,0.35249512160116603,-0.0002044732170772834,0.08058333333333334
46,0.1,0.6458197916666667,0.1834140212002554,0.24328499923086166,0.24318807769126016,-9.692153960150218e-05,0.08529166666666667
