rep,disparity,auc_mask,r2_within,r2_loso,r2_loso_mask,mask_gain,r2_pooled,r2_pooled_mask,mask_gain_pooled,inflation,censor_rate
25,0.05,0.5557328703703703,0.264491677447663,0.39810541154185064,0.3978670731708258,-0.00023833837102482658,0.364467393418747,0.364467393418747,0.0,-0.03363801812310363,0.06527777777777778
26,0.05,0.5624403935185185,0.38842232640384033,0.4275862578198545,0.4285946391076384,0.0010083812877839105,0.4316194727621132,0.4316194727621132,0.0,0.004033214942258723,0.0652361111111111
27,0.05,0.5647065972222223,0.23956877043757852,0.337322984317842,0.33749475338630797,0.00017176906846594342,0.389334118155669,0.389334118155669,0.0,0.05201113383782696,0.06544444444444444
28,0.05,0.5714707175925926,0.21206869800817574,0.32195549927604683,0.32115401744741656,-0.0008014818286302683,0.33171813050568544,0.33171813050568544,0.0,0.009762631229638608,0.06697222222222222
29,0.05,0.5549383101851851,0.3154457933267292,0.3469553818544241,0.347155610059395,0.0002002282049708981,0.3685738429149793,0.3685738429149793,0.0,0.021618461060555205,0.06768055555555555
30,0.05,0.5732260416666667,0.3739498791086482,0.31691289386916943,0.3168574125250324,-5.548134413702055e-05,0.3674021135957656,0.3674021135957656,0.0,0.050489219726596146,0.06681944444444445
31,0.05,0.5643547453703704,0.12060576433148529,0.36065227327012805,0.36094673080212913,0.00029445753200108005,0.33222542955967627,0.33222542955967627,0.0,-0.028426843710451788,0.06672222222222222
32,0.05,0.5843217592592592,0.30410451336026734,0.3408577823689499,0.3407871453014917,-7.063706745824572e-05,0.3196767960609195,0.3196767960609195,0.0,-0.021180986308030447,0.06731944444444445
33,0.05,0.5544626157407407,0.29360926085876293,0.29384874556132856,0.2938397634033668,-8.982157961745507e-06,0.3547501610693191,0.3547501610693191,0.0,0.06090141550799055,0.06531944444444444
34,0.05,0.5587565972222223,0.10276158828150139,0.24994438211837666,0.2494525384314833,-0.0004918436868933673,0.3106765212207825,0.3106765212207825,0.0,0.060732139102405824,0.06683333333333333
35,0.05,0.5593297453703704,0.1627359184649484,0.28907343650890305,0.2890057498558297,-6.768665307332888e-05,0.3038509039560422,0.3038509039560422,0.0,0.014777467447139148,0.06643055555555556
36,0.05,0.5638170138888889,0.18956914910129075,0.22487502774604673,0.22507417614801684,0.0001991484019701062,0.2096529496644095,0.2096529496644095,0.0,-0.015222078081637225,0.06431944444444444
37,0.05,0.5595532407407408,0.18645572866344085,0.32321127526157933,0.32321127526157933,0.0,0.2828045970136972,0.2828045970136972,0.0,-0.04040667824788213,0.06675
38,0.05,0.5590436342592593,0.17461693803917377,0.25651451165663,0.2560864230050668,-0.00042808865156318543,0.28221535841871903,0.28221535841871903,0.0,0.025700846762089058,0.06606944444444444
39,0.05,0.5611759259259259,0.4769122657677979,0.4553607577568236,0.4550977776554166,-0.00026298010140701766,0.4653760782375532,0.4653760782375532,0.0,0.010015320480729617,0.06580555555555556
40,0.05,0.5535155092592592,0.25041212349798125,0.28186554965764177,0.282055626240733,0.00019007658309122544,0.29473993989840286,0.29473993989840286,0.0,0.012874390240761091,0.06641666666666667
41,0.05,0.5704339120370371,0.2462398851519607,0.3205173834457654,0.32092029578767534,0.0004029123419099223,0.3196562005562772,0.3196562005562772,0.0,-0.0008611828894882212,0.06693055555555555
42,0.05,0.5690258101851852,0.23233057839743287,0.2952829150423918,0.2950130251524288,-0.00026988988996301533,0.2667550914259472,0.2667550914259472,0.0,-0.02852782361644457,0.06544444444444444
43,0.05,0.5787987268518519,0.0036784417207945674,0.23066749572170164,0.2304770715434974,-0.0001904241782042515,0.21716847925084992,0.21716847925084992,0.0,-0.013499016470851721,0.06763888888888889
44,0.05,0.5497756944444445,0.2829441363426708,0.40756548743075505,0.40757779553256623,1.2308101811187022e-05,0.3963724685535792,0.3963724685535792,0.0,-0.011193018877175831,0.06590277777777778
45,0.05,0.5715753472222223,0.3928516673408319,0.4230700213329903,0.4225649242220916,-0.0005050971108987445,0.43246129351743445,0.43246129351743445,0.0,0.009391272184444133,0.06697222222222222
46,0.05,0.5513608796296298,0.36618475033532527,0.3917148201479238,0.3917148201479238,0.0,0.3944993905773778,0.3944993905773778,0.0,0.002784570429454014,0.0652361111111111
