k_features,draw,balanced_accuracy,balanced_accuracy_normalised,balanced_accuracy_null,balanced_accuracy_null_normalised,retention_disparity,retention_disparity_null,retention_pct_lowest_survey,retention_pct_highest_survey,retention_pct_pooled,retention_pct_GEMAS,retention_pct_NASGL,retention_pct_NGSA
5,69,0.3333333333333333,0.0,0.3333333333333333,0.0,4.771257296103486,1.0242452629199377,20.53231939163498,97.9649787032655,72.4321062160531,97.9649787032655,75.37574634548075,20.53231939163498
5,70,0.3333333333333333,0.0,0.3333333333333333,0.0,1.1015015201167615,1.0055700435968387,90.5703422053232,99.76336961665878,94.54435727217863,99.76336961665878,93.34980440601194,90.5703422053232
5,71,0.3333333333333333,0.0,0.3333333333333333,0.0,1.095065367661989,1.0085825464434077,91.10266159695819,99.76336961665878,96.41520820760411,99.76336961665878,96.39695285155446,91.10266159695819
5,72,0.3333333333333333,0.0,0.3333333333333333,0.0,2.7922594641682967,1.0049087906546568,34.372623574144484,95.97728348319924,75.54616777308388,95.97728348319924,77.80522956557546,34.372623574144484
5,73,0.3333333333333333,0.0,0.3333333333333333,0.0,3.340204241599621,1.0382391523232655,29.20152091254753,97.5390440132513,62.027761013880514,97.5390440132513,55.46633724521309,29.20152091254753
5,74,0.3333333333333333,0.0,0.3333333333333333,0.0,1.0463197716003276,1.016534524616492,95.34692196829319,99.76336961665878,96.72902836451418,99.76336961665878,95.34692196829319,96.95817490494296
5,75,0.5501817376198831,0.6505452128596494,0.3333333333333333,0.0,3.5360870901861534,1.0213596635279736,28.212927756653993,99.76336961665878,84.59867229933616,99.76336961665878,93.26744904261889,28.212927756653993
5,76,0.3333333333333333,0.0,0.3333333333333333,0.0,1.0329829216213093,1.0077548630121074,96.57794676806084,99.76336961665878,98.28605914302958,99.76336961665878,98.10582664196006,96.57794676806084
5,77,0.3333333333333333,0.0,0.3333333333333333,0.0,1.0469978535188054,1.014394005596512,95.2851711026616,99.76336961665878,97.05491852745926,99.76336961665878,96.35577516985794,95.2851711026616
5,78,0.38700580584436034,0.16101741753308108,0.3333333333333333,0.0,1.2180949957837168,1.0049044249699832,81.90114068441065,99.76336961665878,95.89619794809897,99.76336961665878,98.00288243771875,81.90114068441065
5,79,0.3333333333333333,0.0,0.3333333333333333,0.0,3.3753642862480384,1.031750142127054,28.89733840304182,97.5390440132513,61.991550995775505,97.5390440132513,55.48692608606135,28.89733840304182
5,80,0.42956802837450186,0.28870408512350565,0.3333333333333333,0.0,1.6196151980976086,1.006978689634437,61.59695817490495,99.76336961665878,88.25588412794207,99.76336961665878,90.4673666872555,61.59695817490495
5,81,0.606101630792747,0.8183048923782412,0.3333333333333333,0.0,5.563153688038022,1.0602373639167215,17.93288037883467,99.76336961665878,51.647555823777914,99.76336961665878,17.93288037883467,98.85931558935361
5,82,0.546934963531135,0.6408048905934052,0.3333333333333333,0.0,6.859246075022119,1.0132396235641647,13.992395437262358,95.97728348319924,72.46831623415811,95.97728348319924,78.07288449660284,13.992395437262358
5,83,0.5938244910286862,0.7814734730860586,0.3333333333333333,0.0,5.3829291671812785,1.0104342691544201,17.82993617459337,95.97728348319924,40.56729028364514,95.97728348319924,17.82993617459337,35.51330798479088
5,84,0.3333333333333333,0.0,0.3333333333333333,0.0,2.6734991347403048,1.0264208961020294,35.20912547528517,94.13156649313773,58.467109233554616,94.13156649313773,49.2485073090385,35.20912547528517
5,85,0.3333333333333333,0.0,0.3333333333333333,0.0,1.7572223174049018,1.033404921296016,55.50751492690962,97.5390440132513,71.997585998793,97.5390440132513,55.50751492690962,91.86311787072243
5,86,0.4704903837056425,0.41147115111692756,0.3333333333333333,0.0,14.0621920325158,1.0818588588359597,3.1500926497838173,44.29720776147658,19.43270971635486,44.29720776147658,3.1500926497838173,39.61977186311787
5,87,0.5949011259812625,0.7847033779437877,0.3333333333333333,0.0,5.375779915812833,1.0189021310012816,17.93288037883467,96.40321817321345,43.87447193723597,96.40321817321345,17.93288037883467,55.2851711026616
5,88,0.3333333333333333,0.0,0.3333333333333333,0.0,1.0147658350326947,1.0050500877449546,98.31171505044266,99.76336961665878,98.7567893783947,99.76336961665878,98.31171505044266,98.78326996197718
5,89,0.3333333333333333,0.0,0.3333333333333333,0.0,1.0203215123775777,1.0083306398785261,97.7764051883879,99.76336961665878,98.50331925165963,99.76336961665878,97.7764051883879,99.16349809885932
5,90,0.43019675781860583,0.29059027345581756,0.3333333333333333,0.0,1.6046100543190343,1.0215941297414735,61.14068441064639,98.10695693327023,87.6041038020519,98.10695693327023,90.19971175622813,61.14068441064639
5,91,0.606101630792747,0.8183048923782412,0.3333333333333333,0.0,5.563153688038022,1.0402677369080355,17.93288037883467,99.76336961665878,50.92335546167773,99.76336961665878,17.93288037883467,94.29657794676805
5,92,0.6001069944147694,0.8003209832443084,0.3333333333333333,0.0,5.462869133889329,1.0129532207336727,17.93288037883467,97.9649787032655,44.465902232951116,97.9649787032655,17.93288037883467,56.50190114068441
5,93,0.3333333333333333,0.0,0.3333333333333333,0.0,1.109888587528818,1.006192395818826,89.88593155893537,99.76336961665878,94.52021726010862,99.76336961665878,93.49392629194976,89.88593155893537
5,94,0.383832253919643,0.151496761758929,0.3333333333333333,0.0,1.208000285873907,1.0045402524075635,82.58555133079848,99.76336961665878,95.84791792395896,99.76336961665878,97.73522750669137,82.58555133079848
5,95,0.3333333333333333,0.0,0.3333333333333333,0.0,1.08870399208221,1.0118665657832988,91.63498098859316,99.76336961665878,94.71333735666867,99.76336961665878,93.34980440601194,91.63498098859316
5,96,0.4227925513801178,0.2683776541403534,0.3333333333333333,0.0,1.5673695465460729,1.0090499614453987,63.65019011406844,99.76336961665878,88.59384429692216,99.76336961665878,90.48795552810377,63.65019011406844
5,97,0.6069938138961716,0.8209814416885148,0.3333333333333333,0.0,5.647443895432537,1.0888048117459312,17.66522544780729,99.76336961665878,44.11587205793603,99.76336961665878,17.66522544780729,52.39543726235741
5,98,0.6534563544993698,0.9603690634981095,0.3333333333333333,0.0,1167.1281353525794,1.0759634944526733,0.08235536339304096,96.11926171320397,24.659022329511167,96.11926171320397,0.08235536339304096,0.6083650190114068
5,99,0.4702158658276658,0.4106475974829974,0.3333333333333333,0.0,15.032927272286937,1.054926290983151,3.2324480131768585,48.59315589353612,20.905250452625225,44.29720776147658,3.2324480131768585,48.59315589353612
5,100,0.3333333333333333,0.0,0.3333333333333333,0.0,1.086900008665338,1.0215053350880356,91.78707224334602,99.76336961665878,94.67712733856366,99.76336961665878,93.24686020177064,91.78707224334602
5,101,0.3333333333333333,0.0,0.3333333333333333,0.0,1.7730057513935689,1.0071962067597229,55.013382746551365,97.5390440132513,71.88895594447797,97.5390440132513,55.013382746551365,93.00380228136882
5,102,0.3333333333333333,0.0,0.3333333333333333,0.0,3.3753642862480384,1.0181585054279862,28.89733840304182,97.5390440132513,57.07905853952927,97.5390440132513,47.107267860819434,28.89733840304182
5,103,0.3333333333333333,0.0,0.3333333333333333,0.0,1.0233138147106575,1.0026398956880123,97.49049429657795,99.76336961665878,98.72057936028969,99.76336961665878,98.5999588223183,97.49049429657795
5,104,0.46909411448804633,0.40728234346413905,0.3333333333333333,0.0,1.7455819375988364,1.010431806749048,56.121673003802286,97.9649787032655,90.66988533494266,97.9649787032655,96.84990735021618,56.121673003802286
5,105,0.5761180927896522,0.7283542783689567,0.3333333333333333,0.0,4.1289726600895555,1.0194985048491456,23.726235741444867,97.9649787032655,85.35908267954134,97.9649787032655,96.56166357834054,23.726235741444867
5,106,0.6481747110765917,0.9445241332297754,0.3333333333333333,0.0,415.0993847610033,1.0268599140664896,0.22813688212927757,94.69947941315665,24.33313216656608,94.69947941315665,0.24706609017912293,0.22813688212927757
5,107,0.3333333333333333,0.0,0.3333333333333333,0.0,2.714915154057746,1.0209624569922677,34.82889733840304,94.55750118315191,75.35304767652384,94.55750118315191,77.96994029236154,34.82889733840304
5,108,0.3333333333333333,0.0,0.3333333333333333,0.0,1.1912340569459867,1.0058430810104702,82.3574144486692,98.10695693327023,91.88895594447797,98.10695693327023,91.76446366069591,82.3574144486692
5,109,0.4595767466656646,0.3787302399969939,0.3333333333333333,0.0,1.7744345316087347,1.0158088117603958,55.20912547528517,97.9649787032655,88.31623415811708,97.9649787032655,93.08214947498456,55.20912547528517
5,110,0.3333333333333333,0.0,0.3333333333333333,0.0,1.7420092147903536,1.01280779087029,55.09573810994441,95.97728348319924,71.38201569100785,95.97728348319924,55.09573810994441,92.01520912547528
5,111,0.47014723635817157,0.41044170907451477,0.3333333333333333,0.0,15.335187948211965,1.038713159669294,3.253036854025118,49.88593155893536,21.122510561255282,44.29720776147658,3.253036854025118,49.88593155893536
5,112,0.3333333333333333,0.0,0.3333333333333333,0.0,2.421783517003583,1.0215050796195702,39.92395437262358,96.68717463322291,79.33614966807482,96.68717463322291,82.45830759728227,39.92395437262358
5,113,0.4665189038136061,0.3995567114408184,0.3333333333333333,0.0,17.813129903258414,1.01031185234746,3.253036854025118,57.946768060836504,22.124321062160533,43.20870799810695,3.253036854025118,57.946768060836504
5,114,0.5496747667707068,0.6490243003121206,0.3333333333333333,0.0,3.517126837691858,1.016420772199841,28.365019011406844,99.76336961665878,84.62281231140616,99.76336961665878,93.26744904261889,28.365019011406844
5,115,0.3333333333333333,0.0,0.3333333333333333,0.0,1.7472326307267567,1.0157512711834318,54.93102738315832,95.97728348319924,70.3802051901026,95.97728348319924,54.93102738315832,86.31178707224335
5,116,0.4679939664530189,0.4039818993590567,0.3333333333333333,0.0,14.257703278290123,1.030380215914063,3.0471484455425157,43.44533838144818,16.52383826191913,43.44533838144818,3.0471484455425157,23.041825095057035
5,117,0.3333333333333333,0.0,0.3333333333333333,0.0,2.7025723293449033,1.0295288613497315,35.51330798479088,95.97728348319924,75.93240796620398,95.97728348319924,78.15523985999589,35.51330798479088
5,118,0.3333333333333333,0.0,0.3333333333333333,0.0,1.0257140816724495,1.0088226840774663,97.26235741444867,99.76336961665878,98.72057936028969,99.76336961665878,98.66172534486309,97.26235741444867
5,119,0.6649170861492771,0.9947512584478315,0.3333333333333333,0.0,346.1076330200798,1.046247375290846,0.2882437718756434,99.76336961665878,25.672902836451417,99.76336961665878,0.2882437718756434,0.38022813688212925
5,120,0.3333333333333333,0.0,0.3333333333333333,0.0,1.0600710630012353,1.0079952523790412,92.54752851711027,98.10695693327023,95.07543753771877,98.10695693327023,94.44101297096974,92.54752851711027
5,121,0.3333333333333333,0.0,0.3333333333333333,0.0,1.3092697709172285,1.0194317617198494,76.19771863117872,99.76336961665878,92.11828605914303,99.76336961665878,93.10273831583282,76.19771863117872
5,122,0.4963388135138993,0.48901644054169796,0.3333333333333333,0.0,2.05460840502064,1.0177873614552504,47.68060836501901,97.9649787032655,89.1732045866023,97.9649787032655,96.58225241918879,47.68060836501901
5,123,0.606101630792747,0.8183048923782412,0.3333333333333333,0.0,5.563153688038022,1.0381915187097577,17.93288037883467,99.76336961665878,51.683765841882924,99.76336961665878,17.93288037883467,99.08745247148289
5,124,0.3333333333333333,0.0,0.3333333333333333,0.0,2.997865267943159,1.0134443304099268,32.01520912547529,95.97728348319924,75.35304767652384,95.97728348319924,78.11406217829936,32.01520912547529
